Country,Year,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,percentageexpenditure,BMI,Schooling,GDP,under-fivedeaths
SierraLeone,2013,Developing,54,47,23,0.01,1.321464076,23.3,9.3,71.8186998,33
SierraLeone,2012,Developing,49.7,411,25,0.01,54.56033696,22.7,9.1,561.8984239,35
SierraLeone,2011,Developing,48.9,418,26,3.78,54.6659175,22.2,8.9,445.525,38
SierraLeone,2010,Developing,48.1,424,27,3.84,5.347717533,21.7,8.7,45.128418,40
SierraLeone,2009,Developing,47.1,433,28,3.97,49.8371267,21.2,8.5,394.5932439,42
SierraLeone,2008,Developing,46.2,441,29,3.91,5.379606465,2.7,8.3,46.3759178,44
SierraLeone,2007,Developing,45.3,45,29,3.86,45.57108889,2.2,8.2,358.8274716,45
SierraLeone,2006,Developing,44.3,464,30,3.8,38.00075788,19.7,8,322.313468,46
SierraLeone,2005,Developing,43.3,48,30,3.83,42.08892911,19.2,7.8,287.6891942,47
SierraLeone,2004,Developing,42.3,496,30,3.99,38.52454761,18.8,7.6,263.145817,47
SierraLeone,2003,Developing,41.5,57,30,4.07,38.61473209,18.4,7.4,263.7618312,47
SierraLeone,2002,Developing,48,513,30,4.06,36.59114895,17.9,7.2,249.939542,48
SierraLeone,2001,Developing,41,519,30,4.21,33.34691455,17.5,7,227.779471,48
SierraLeone,2000,Developing,39,533,29,3.97,20.39568283,17.2,6.7,139.3147734,48
Singapore,2015,Developed,83.1,55,0,1.79,0,33.2,15.4,53629.73746,0
Singapore,2014,Developed,82.9,56,0,1.83,7971.646361,32.9,15.4,56336.7234,0
Singapore,2013,Developed,82.7,57,0,1.83,714.3441019,32.7,15.4,5629.18914,0
Singapore,2012,Developed,82.5,59,0,1.89,6041.858981,32.4,15.4,54431.16199,0
Singapore,2011,Developed,82.2,6,0,1.8,638.0001097,32.1,15.2,53166.67581,0
Singapore,2010,Developed,82,61,0,1.84,4540.543752,31.8,14.5,46569.67951,0
Singapore,2009,Developed,81.7,62,0,1.73,462.9306986,31.5,14.4,38577.55822,0
Singapore,2008,Developed,81.4,64,0,1.7,3404.13099,31.2,14.2,39721.4818,0
Singapore,2007,Developed,81.1,65,0,1.6,3082.973535,3.9,14.1,39223.58187,0
Singapore,2006,Developed,87,66,0,1.55,2639.376955,3.5,13.9,33579.85948,0
Singapore,2005,Developed,82,69,0,1.49,2356.731479,3.2,12.6,29869.85398,0
Singapore,2004,Developed,79.7,71,0,1.45,204.2481892,29.9,12.7,2745.27136,0
Singapore,2003,Developed,79.3,73,0,1.43,2263.068326,29.6,12.7,23573.6284,0
Singapore,2002,Developed,79,74,0,2.16,142.0989818,29.2,12.6,2216.83279,0
Singapore,2001,Developed,78.7,76,0,2.08,1003.366877,28.9,12.7,21577.7823,0
Singapore,2000,Developed,78.3,78,0,2.03,1855.828806,28.5,12.5,23792.677,0
Slovakia,2015,Developed,76.7,19,0,,0,59.1,15,,0
Slovakia,2014,Developed,76.4,113,0,10.6,0,58.4,15.1,,0
Slovakia,2013,Developed,76.1,114,0,9.89,0,57.8,15,,0
Slovakia,2012,Developed,75.8,118,0,10.12,0,57.2,15,,0
Slovakia,2011,Developed,75.6,122,0,10.24,0,56.5,15,,0
Slovakia,2010,Developed,75.1,124,0,10.13,0,55.9,15,,0
Slovakia,2009,Developed,75,131,0,10.63,0,55.3,14.9,,0
Slovakia,2008,Developed,74.7,136,0,11.37,0,54.8,14.8,,0
Slovakia,2007,Developed,74.4,14,0,10.58,0,54.2,14.5,,0
Slovakia,2006,Developed,74.3,138,0,10.28,0,53.7,14.3,,0
Slovakia,2005,Developed,74,141,0,10.81,0,53.1,14,,0
Slovakia,2004,Developed,74.1,138,0,10.03,0,52.6,13.8,,0
Slovakia,2003,Developed,73.8,144,0,9.85,0,52.1,13.6,,0
Slovakia,2002,Developed,73.7,145,0,10.78,0,51.6,13.3,,0
Slovakia,2001,Developed,73.3,145,0,10.73,0,51.1,13.3,,1
Slovakia,2000,Developed,73,147,0,11.06,0,5.7,13,,1
Slovenia,2015,Developed,88,74,0,,0,6.1,17.3,2729.86383,0
Slovenia,2014,Developed,87,76,0,10.46,31.13492794,59.5,17.6,242.67286,0
Slovenia,2013,Developed,85,78,0,9.53,259.7786785,58.9,16.8,2315.31799,0
Slovenia,2012,Developed,82,81,0,10.95,3283.024864,58.2,16.8,22486.47167,0
Slovenia,2011,Developed,79.8,84,0,10.61,3343.026219,57.6,17,24985.24827,0
Slovenia,2010,Developed,79.5,87,0,10.32,3187.496219,57,16.9,23437.4722,0
Slovenia,2009,Developed,79.1,9,0,10.52,3505.389434,56.4,16.9,24633.79785,0
Slovenia,2008,Developed,78.9,96,0,10.94,392.9588536,55.8,16.9,2751.8127,0
Slovenia,2007,Developed,78.3,12,0,11.02,3256.724028,55.2,16.8,23841.31792,0
Slovenia,2006,Developed,78.1,17,0,12.26,2724.17807,54.7,16.7,19726.1265,0
Slovenia,2005,Developed,77.5,14,0,11.14,2503.714258,54.1,16.3,18169.1891,0
Slovenia,2004,Developed,77.2,113,0,10,235.3785281,53.5,16.6,1726.9151,0
Slovenia,2003,Developed,76.5,119,0,11.58,203.3252124,52.9,16.1,1488.47154,0
Slovenia,2002,Developed,76.6,117,0,9.29,1617.473418,52.3,15.6,11814.9994,0
Slovenia,2001,Developed,76.2,124,0,10.8,196.3026243,51.8,14.7,1479.29634,0
Slovenia,2000,Developed,76,122,0,11.9,161.4473853,51.2,14.6,1227.73677,0
SolomonIslands,2015,Developing,69.2,177,0,,0,5.5,9.6,1922.41388,0
SolomonIslands,2014,Developing,68.8,183,0,0.01,3.718438799,49.7,9.6,29.652622,0
SolomonIslands,2013,Developing,68.8,182,0,0.01,24.73328608,48.9,9.5,188.5159,0
SolomonIslands,2012,Developing,68.7,184,0,0.01,247.9492284,48.1,9.4,1858.689868,0
SolomonIslands,2011,Developing,68.5,186,0,0.99,229.6687488,47.2,9.4,1642.837974,0
SolomonIslands,2010,Developing,68.3,188,0,1.1,29.5207994,46.4,9.3,1272.44825,0
SolomonIslands,2009,Developing,68.1,192,0,1.21,244.3976438,45.5,9.3,1158.282672,0
SolomonIslands,2008,Developing,68,193,0,1.09,19.74929219,44.7,9.2,125.79167,0
SolomonIslands,2007,Developing,67.6,2,0,0.85,28.90135229,43.8,9,146.931125,0
SolomonIslands,2006,Developing,67.6,2,0,0.99,240.4851202,43,8.4,948.6592511,0
SolomonIslands,2005,Developing,67.4,24,0,0.9,25.31155956,42.1,8.3,88.874858,0
SolomonIslands,2004,Developing,67.1,29,0,1.18,195.5259417,41.3,8.1,818.442619,0
SolomonIslands,2003,Developing,66.8,215,0,1.18,16.83170578,4.4,8,744.7657423,0
SolomonIslands,2002,Developing,66.5,22,0,1.08,156.2847968,39.6,7.3,784.9562874,0
SolomonIslands,2001,Developing,66.2,227,0,0.7,325.1114746,38.7,6.6,944.81684,0
SolomonIslands,2000,Developing,65.8,235,0,0.71,4.24926073,37.9,7.2,154.518572,0
Somalia,2015,Developing,55,312,50,,0,24.3,,426.98537,80
Somalia,2014,Developing,54.3,321,51,0.01,0,23.8,,417.89143,80
Somalia,2013,Developing,54.2,318,51,0.01,0,23.3,,47.5432354,81
Somalia,2012,Developing,53.1,336,51,0.01,0,22.9,,,82
Somalia,2011,Developing,53.1,329,51,0.01,0,22.4,,,82
Somalia,2010,Developing,52.4,336,52,0.01,0,22,,,83
Somalia,2009,Developing,52.2,335,52,0.01,0,21.5,,,84
Somalia,2008,Developing,51.9,336,52,0.01,0,21.1,,,84
Somalia,2007,Developing,51.5,34,52,0.01,0,2.7,,,84
Somalia,2006,Developing,51.5,337,51,0.01,0,2.2,,,83
Somalia,2005,Developing,51.6,334,50,0.01,0,19.8,,,82
Somalia,2004,Developing,51.2,341,49,0.01,0,19.4,,,80
Somalia,2003,Developing,51.1,344,48,0.01,0,19,,,78
Somalia,2002,Developing,58,348,47,0.01,0,18.6,,,77
Somalia,2001,Developing,57,352,46,0.01,0,18.2,,,75
Somalia,2000,Developing,55,355,45,0.01,0,17.8,,,74
SouthAfrica,2015,Developing,62.9,328,42,,0,51.1,13,5769.77258,52
SouthAfrica,2014,Developing,62,347,42,7.38,922.0507313,5.3,13,6479.625659,52
SouthAfrica,2013,Developing,69,371,43,7.34,978.5905287,49.5,12.8,6876.953821,54
SouthAfrica,2012,Developing,59.2,48,43,7.38,1089.954838,48.7,12.8,7548.163698,56
SouthAfrica,2011,Developing,58.9,413,43,7.38,123.753335,47.9,12.8,849.954224,58
SouthAfrica,2010,Developing,58,428,43,7.28,1038.885632,47.2,12.8,7362.76139,62
SouthAfrica,2009,Developing,56.5,449,46,7.6,782.5987144,46.4,12.8,5888.6284,70
SouthAfrica,2008,Developing,55.3,473,50,8.19,780.0336423,45.7,12.9,5786.59972,75
SouthAfrica,2007,Developing,54.5,486,51,8.48,805.490079,45,12.9,6125.39984,79
SouthAfrica,2006,Developing,54,496,54,8.5,732.1255305,44.3,12.9,5631.73485,82
SouthAfrica,2005,Developing,53.8,498,55,8.69,709.3170967,43.6,12.9,5414.634326,84
SouthAfrica,2004,Developing,53.7,497,55,6.96,622.043809,42.9,12.9,4863.51688,83
SouthAfrica,2003,Developing,54,485,55,6.93,519.1563781,42.2,12.9,3775.68275,82
SouthAfrica,2002,Developing,54.9,459,54,7.04,346.5316007,41.6,12.9,2518.398261,79
SouthAfrica,2001,Developing,56,429,52,7.38,365.2585722,4.9,13,2681.781,76
SouthAfrica,2000,Developing,57.3,397,51,7.3,45.96380839,4.1,13,337.2253,73
SouthSudan,2015,Developing,57.3,332,26,,0,,4.9,758.725782,39
SouthSudan,2014,Developing,56.6,343,26,,46.0744686,,4.9,1151.861715,39
SouthSudan,2013,Developing,56.4,345,26,,47.44453,,4.9,1186.11325,40
SouthSudan,2012,Developing,56,347,26,,38.3382324,,4.9,958.45581,40
SouthSudan,2011,Developing,55.4,355,27,,0,,4.9,176.9713,41
SouthSudan,2010,Developing,55,359,27,,0,,0,1562.239346,41
SouthSudan,2009,Developing,54.3,369,27,,0,,0,1264.78998,42
SouthSudan,2008,Developing,53.6,377,27,,0,,0,1678.711862,42
SouthSudan,2007,Developing,53.1,381,27,,0,,0,,43
SouthSudan,2006,Developing,52.5,383,28,,0,,0,,43
SouthSudan,2005,Developing,51.9,383,28,,0,,0,,44
SouthSudan,2004,Developing,51.4,383,29,,0,,0,,45
SouthSudan,2003,Developing,58,383,29,,0,,0,,46
SouthSudan,2002,Developing,52,382,30,,0,,0,,48
SouthSudan,2001,Developing,49.6,381,30,,0,,0,,49
SouthSudan,2000,Developing,48.9,38,31,,0,,0,,50
Spain,2015,Developed,82.8,56,1,,0,66.6,17.7,25683.84565,1
Spain,2014,Developed,82.6,58,1,0.01,42.98847625,66,17.6,296.47225,1
Spain,2013,Developed,82.4,6,1,9.25,423.680459,65.4,17.5,2921.9342,2
Spain,2012,Developed,82,61,1,9.35,4255.781693,64.8,17.2,28562.29324,2
Spain,2011,Developed,82.1,63,1,9.62,4873.8188,64.1,16.9,31834.21816,2
Spain,2010,Developed,81.9,64,1,9.78,578.7417172,63.5,16.4,3736.228,2
Spain,2009,Developed,81.6,66,2,9.99,5047.254058,62.9,16.3,32333.4661,2
Spain,2008,Developed,81.3,7,2,10.24,5596.535203,62.3,16.1,35578.73619,2
Spain,2007,Developed,89,72,2,11.05,510.9327012,61.7,16,3279.414,2
Spain,2006,Developed,88,73,2,11.86,4460.390006,61.1,15.9,28482.6948,2
Spain,2005,Developed,81,77,2,11.92,405.4475981,6.5,15.8,2651.71745,2
Spain,2004,Developed,81,79,2,11.96,3715.370095,59.9,15.6,24918.64584,2
Spain,2003,Developed,79.4,83,2,12.09,3205.019918,59.3,15.6,21495.7741,2
Spain,2002,Developed,79.5,83,2,12.26,228.3543024,58.8,15.7,1719.53541,2
Spain,2001,Developed,79.4,84,2,9.86,2044.169761,58.2,15.7,15323.6114,2
Spain,2000,Developed,79.1,86,2,11.12,1934.398154,57.6,15.7,14676.769,2
SriLanka,2015,Developing,74.9,138,3,,0,23.4,14,3844.89123,3
SriLanka,2014,Developing,74.7,141,3,2.37,42.7308283,22.7,14,382.54994,3
SriLanka,2013,Developing,74.6,142,3,2.56,41.62053588,21.9,13.8,361.289374,3
SriLanka,2012,Developing,74.5,143,3,2.8,20.76877311,21.2,13.7,335.521375,4
SriLanka,2011,Developing,74.5,141,3,3.03,20.83302367,2.5,13.6,322.992615,4
SriLanka,2010,Developing,74.5,138,3,2.31,191.7267589,19.8,13.5,2819.511161,4
SriLanka,2009,Developing,71.8,183,4,2.05,13.39092189,19.2,13.4,216.681584,4
SriLanka,2008,Developing,72.3,172,4,2.1,17.81424344,18.5,13.3,254.489192,4
SriLanka,2007,Developing,73.7,146,4,2.29,127.6377505,17.9,13.2,1644.816372,5
SriLanka,2006,Developing,73.8,145,4,1.96,120.2471713,17.2,13.1,1448.7611,5
SriLanka,2005,Developing,74.2,138,4,1.97,97.76637062,16.6,12.9,1259.87591,5
SriLanka,2004,Developing,69.1,197,6,1.56,15.35342268,16.1,12.8,174.6692,10
SriLanka,2003,Developing,73.9,146,5,1.69,72.4280894,15.6,12.7,989.4547732,5
SriLanka,2002,Developing,73.7,149,5,1.62,59.63595674,15.1,12.6,873.1472436,5
SriLanka,2001,Developing,72.7,16,5,1.68,53.61278637,14.6,12.5,837.699787,6
SriLanka,2000,Developing,71.5,175,5,1.45,60.4909815,14.1,12.4,875.412178,6
Sudan,2015,Developing,64.1,225,58,,0,,7.2,2513.884661,85
Sudan,2014,Developing,63.8,229,59,0.01,253.6086508,,7.2,2176.89829,86
Sudan,2013,Developing,63.5,232,60,0.01,227.8353208,,7,1955.66799,88
Sudan,2012,Developing,63.2,235,61,0.01,220.522192,,6.8,1892.894352,89
Sudan,2011,Developing,62.7,241,61,2.12,196.6892153,,7,1666.857757,91
Sudan,2010,Developing,62.5,243,62,1.77,172.0097884,,7,1476.47887,92
Sudan,2009,Developing,62,248,63,1.99,17.0536929,,6.8,1226.884381,94
Sudan,2008,Developing,61.8,251,64,2.01,128.6362711,,6.3,1291.528826,95
Sudan,2007,Developing,61.4,254,65,2.01,86.13166944,,6.4,1115.6952,97
Sudan,2006,Developing,61,26,66,1.9,60.3368571,,6.2,893.8793645,99
Sudan,2005,Developing,67,261,66,1.55,37.59039592,,6.1,679.7539949,101
Sudan,2004,Developing,59.7,278,68,1.59,37.04479956,,5.7,565.569459,102
Sudan,2003,Developing,59.6,278,69,1.74,35.35264737,,5.6,477.738478,104
Sudan,2002,Developing,59.4,277,70,1.59,30.62287548,,5.6,412.1517561,106
Sudan,2001,Developing,58.9,283,71,1.81,28.88069657,,5.6,377.5254454,108
Sudan,2000,Developing,58.6,284,71,1.76,30.86000992,,5.5,361.35843,109
Suriname,2015,Developing,71.6,176,0,,0,58.3,12.7,8818.982566,0
Suriname,2014,Developing,71.4,178,0,6.32,1132.432517,57.7,12.7,9564.46383,0
Suriname,2013,Developing,71.2,179,0,6.02,1122.972967,57,12.7,9484.56898,0
Suriname,2012,Developing,71.3,178,0,5.73,1168.324095,56.3,12.7,9272.413453,0
Suriname,2011,Developing,76,187,0,5.64,989.1263558,55.5,12.5,8318.97692,0
Suriname,2010,Developing,73,19,0,5.26,99.08095375,54.8,12.3,833.31332,0
Suriname,2009,Developing,70,196,0,5.13,885.0739766,54.1,12.1,7443.85178,0
Suriname,2008,Developing,69.8,196,0,4.94,815.4355995,53.3,11.9,6858.163158,0
Suriname,2007,Developing,69.5,22,0,4.72,685.0299083,52.6,11.7,5761.39536,0
Suriname,2006,Developing,69.3,199,0,4.52,72.800168,51.8,11.5,527.92,0
Suriname,2005,Developing,68.9,25,0,4.47,418.9206608,51.1,11.3,3595.8855,0
Suriname,2004,Developing,68.3,214,0,4.55,4.23257668,5.4,11.1,36.48773,0
Suriname,2003,Developing,68,223,0,4.53,32.3662077,49.7,10.9,263.1399,0
Suriname,2002,Developing,67.9,221,0,4.41,250.7112373,49,11,2232.513244,0
Suriname,2001,Developing,67.7,219,0,4.23,191.2135044,48.3,11,1598.77512,0
Suriname,2000,Developing,67.4,224,0,4.29,268.1837972,47.6,11.1,1888.61829,0
Swaziland,2015,Developing,58.9,373,2,,0,32.3,11.4,3136.92511,3
Swaziland,2014,Developing,58.4,382,2,0.01,574.3895102,31.8,11.4,3464.35169,3
Swaziland,2013,Developing,57.6,393,2,0.01,708.9556648,31.2,11.4,3598.75972,3
Swaziland,2012,Developing,56.5,412,2,0.01,720.2333929,3.7,11.3,3851.51547,3
Swaziland,2011,Developing,55,438,2,5.2,735.7090978,3.2,11.2,3934.27325,3
Swaziland,2010,Developing,53.6,459,2,4.93,56.93670561,29.7,11,369.239336,4
Swaziland,2009,Developing,52.6,46,3,4.9,47.6164523,29.3,10.8,332.517125,4
Swaziland,2008,Developing,51.4,477,3,4.87,413.0063027,28.9,10.6,2842.438422,4
Swaziland,2007,Developing,50,51,3,5.55,43.3664999,28.5,10.5,347.48798,4
Swaziland,2006,Developing,47.8,564,3,5.53,437.0802438,28.2,9.9,2937.36723,4
Swaziland,2005,Developing,46,63,3,5.08,372.1651473,27.8,9.7,2873.862141,4
Swaziland,2004,Developing,45.6,69,3,5.78,37.43857664,27.4,9.4,2529.633557,4
Swaziland,2003,Developing,45.9,6,3,5.65,2.819124474,27.1,9.1,22.99449,4
Swaziland,2002,Developing,46.4,587,3,5.52,131.0421269,26.7,9.2,1324.996228,4
Swaziland,2001,Developing,47.1,568,3,6.72,143.6197316,26.3,9.3,1437.634951,4
Swaziland,2000,Developing,48.4,536,3,7.19,25.21683318,25.9,9.4,1637.4567,4
Sweden,2015,Developed,82.4,53,0,,0,59.5,15.9,5585.25847,0
Sweden,2014,Developed,82.3,54,0,7.3,1142.212403,59,15.8,5918.19898,0
Sweden,2013,Developed,81.9,57,0,7.3,1212.666327,58.5,15.8,6283.24522,0
Sweden,2012,Developed,81.7,57,0,7.4,10947.02327,58.1,15.8,57134.777,0
Sweden,2011,Developed,81.7,58,0,7.4,11477.6671,57.7,16,59593.28711,0
Sweden,2010,Developed,81.5,58,0,7.2,778.2477467,57.3,15.8,5276.25591,0
Sweden,2009,Developed,81.4,62,0,7.3,682.1070608,56.9,15.8,4627.592,0
Sweden,2008,Developed,81.1,62,0,6.9,8105.590882,56.5,15.7,55746.84238,0
Sweden,2007,Developed,89,63,0,6.9,7593.391622,56.1,15.8,53324.37937,0
Sweden,2006,Developed,88,64,0,6.5,6369.516139,55.7,15.9,46256.4716,0
Sweden,2005,Developed,85,66,0,6.5,599.0392403,55.3,16,4385.35315,0
Sweden,2004,Developed,83,7,0,6.6,5793.363644,54.9,16,42442.2245,0
Sweden,2003,Developed,82,69,0,6.9,5067.411418,54.4,15.9,36961.42537,0
Sweden,2002,Developed,79.9,71,0,6.9,3998.09987,53.9,15.9,29571.7446,0
Sweden,2001,Developed,79.8,73,0,6.6,3554.546434,53.4,15.9,26969.24457,0
Sweden,2000,Developed,79.6,73,0,6.2,3689.7273,52.8,15.9,29283.55,0
Switzerland,2015,Developed,83.4,49,0,,0,57.4,16,8989.8424,0
Switzerland,2014,Developed,83.2,51,0,9.61,19479.91161,57,15.9,85814.58857,0
Switzerland,2013,Developed,83,52,0,9.73,19099.04506,56.6,15.8,84658.88768,0
Switzerland,2012,Developed,82.7,54,0,9.86,18379.32974,56.2,15.7,83164.38795,0
Switzerland,2011,Developed,82.6,55,0,9.99,18822.86732,55.8,15.6,87998.44468,0
Switzerland,2010,Developed,82.3,57,0,10.01,2198.590865,55.4,15.4,74276.71842,0
Switzerland,2009,Developed,82.1,6,0,10.15,14714.82588,55,15.3,69672.471,0
Switzerland,2008,Developed,82,6,0,10.29,2084.255535,54.6,15.3,72119.5687,0
Switzerland,2007,Developed,81.7,63,0,10.44,11892.33429,54.1,15.3,63223.46778,0
Switzerland,2006,Developed,81.5,65,0,10.24,10598.08187,53.7,15.2,57348.92788,0
Switzerland,2005,Developed,81.1,66,0,10.15,10055.34981,53.2,15.2,54797.54663,0
Switzerland,2004,Developed,81,69,0,10.55,9495.540576,52.8,15.1,53255.97631,0
Switzerland,2003,Developed,85,72,0,10.82,842.2768087,52.3,15,4796.56497,0
Switzerland,2002,Developed,84,74,0,10.85,6853.628494,51.8,15.2,41336.72192,0
Switzerland,2001,Developed,82,75,0,11.12,6478.346135,51.3,15.2,38538.64447,0
Switzerland,2000,Developed,79.7,78,0,11.26,5834.582046,5.8,15.1,37813.23426,0
SyrianArabRepublic,2015,Developing,64.5,293,6,,0,57.1,9,,8
SyrianArabRepublic,2014,Developing,64.4,294,7,0.01,0,56.2,9,,8
SyrianArabRepublic,2013,Developing,63.6,37,7,0.01,0,55.2,13,,9
SyrianArabRepublic,2012,Developing,62.8,32,7,0.01,0,54.2,12.5,,9
SyrianArabRepublic,2011,Developing,71.7,163,7,0.76,0,53.2,12,,8
SyrianArabRepublic,2010,Developing,73.7,127,7,0.78,0,52.3,11.7,,9
SyrianArabRepublic,2009,Developing,73.8,124,7,0.81,0,51.3,11.8,,9
SyrianArabRepublic,2008,Developing,73.8,122,8,0.8,0,5.4,11.6,,9
SyrianArabRepublic,2007,Developing,73.8,121,8,0.83,17.98136184,49.4,11.5,258.3529,9
SyrianArabRepublic,2006,Developing,73.7,123,8,0.97,122.6523334,48.5,11.4,1762.24617,10
SyrianArabRepublic,2005,Developing,73.5,127,9,0.92,116.2585943,47.6,11,1577.457182,10
SyrianArabRepublic,2004,Developing,73.2,131,9,0.93,10.21129783,46.8,10.6,148.852738,10
SyrianArabRepublic,2003,Developing,73,134,9,1.29,94.75639211,46,10.3,1253.39143,11
SyrianArabRepublic,2002,Developing,72.8,135,9,1.25,91.70356833,45.3,10.2,1263.13455,11
SyrianArabRepublic,2001,Developing,72.7,135,10,1.29,93.50075111,44.6,10.1,1258.421953,11
SyrianArabRepublic,2000,Developing,72.6,136,10,1.41,81.7274712,43.9,10,1177.629268,12
Tajikistan,2015,Developing,69.7,161,10,,0,4.7,11.3,918.6771543,11
Tajikistan,2014,Developing,69.6,162,10,0.01,7.829008596,39.9,11.3,114.45919,11
Tajikistan,2013,Developing,69.3,163,10,0.01,1.0419164,39,11.2,14.214412,11
Tajikistan,2012,Developing,68.8,164,10,0.01,71.50892145,38.2,11.1,954.725253,12
Tajikistan,2011,Developing,68.1,166,10,0.32,51.9919227,37.4,11.1,834.5412953,12
Tajikistan,2010,Developing,67.3,171,10,0.32,43.34099958,36.6,11.1,738.3475227,12
Tajikistan,2009,Developing,66.7,174,10,0.3,35.71613793,35.9,11.1,666.3458569,12
Tajikistan,2008,Developing,66.4,178,10,0.32,4.153362912,35.3,10.8,76.914128,12
Tajikistan,2007,Developing,66.1,181,10,0.35,2.272404904,34.7,10.9,52.35956,12
Tajikistan,2006,Developing,65.9,183,10,0.38,2.626234903,34.1,10.7,44.2872665,12
Tajikistan,2005,Developing,65.5,194,10,0.37,19.83672308,33.5,10.6,337.359236,12
Tajikistan,2004,Developing,65.9,177,11,0.38,2.093721752,33,10.5,39.281834,13
Tajikistan,2003,Developing,65.2,182,11,0.36,13.25723997,32.5,10.1,236.314438,14
Tajikistan,2002,Developing,64.3,193,12,0.6,10.68147485,32.1,9.8,189.3878519,15
Tajikistan,2001,Developing,64,194,13,0.86,1.142003812,31.6,9.7,17.8159721,16
Tajikistan,2000,Developing,63.7,198,14,0.37,8.943006492,31.3,9.6,138.436633,17
Thailand,2015,Developing,74.9,148,8,,0,33.6,13.6,5814.863134,9
Thailand,2014,Developing,74.6,152,8,6.41,789.0772949,32.4,13.6,5941.8471,10
Thailand,2013,Developing,74.5,153,9,6.5,788.6873403,31.3,13.6,6171.262444,10
Thailand,2012,Developing,74.3,154,9,6.56,801.0504655,3.1,13.7,5859.915622,11
Thailand,2011,Developing,74.1,155,10,6.07,748.4451054,29,13.3,5491.159981,11
Thailand,2010,Developing,73.9,158,10,5.95,71.6850913,27.9,13.1,575.32176,12
Thailand,2009,Developing,73.7,16,11,5.88,547.2101411,26.8,13,4212.5492,12
Thailand,2008,Developing,73.5,162,11,5.92,609.9511632,25.7,12.9,4378.68746,13
Thailand,2007,Developing,73.3,165,12,6.2,520.7639087,24.6,12.3,3972.26475,14
Thailand,2006,Developing,73,168,13,6.18,433.9210918,23.6,12.4,3368.952576,15
Thailand,2005,Developing,72.5,177,13,6.26,321.1953005,22.6,12,2893.651356,15
Thailand,2004,Developing,71.6,189,14,6.17,301.3597791,21.7,11.9,2659.83918,16
Thailand,2003,Developing,71.7,189,15,6.14,282.8364612,2.9,11.8,2358.93629,18
Thailand,2002,Developing,71.4,192,16,5.93,27.63810304,2.2,11.5,296.54617,19
Thailand,2001,Developing,71.2,194,17,5.92,176.0625201,19.4,11.2,1893.145377,20
Thailand,2000,Developing,71.1,194,18,5.88,0.27564826,18.7,10.9,27.564826,21
TheformerYugoslavrepublicofMacedonia,2015,Developing,75.7,12,0,,0,6.3,12.9,,0
TheformerYugoslavrepublicofMacedonia,2014,Developing,75.5,12,0,1.13,0,59.7,12.9,,0
TheformerYugoslavrepublicofMacedonia,2013,Developing,75.3,14,0,1.03,0,59.1,12.9,,0
TheformerYugoslavrepublicofMacedonia,2012,Developing,75.1,15,0,1.23,0,58.5,12.9,,0
TheformerYugoslavrepublicofMacedonia,2011,Developing,74.9,17,0,1.16,0,57.9,12.9,,0
TheformerYugoslavrepublicofMacedonia,2010,Developing,74.7,18,0,1.47,0,57.4,13,,0
TheformerYugoslavrepublicofMacedonia,2009,Developing,74.4,111,0,1.77,0,56.9,13,,0
TheformerYugoslavrepublicofMacedonia,2008,Developing,74.2,111,0,1.72,0,56.4,12.2,,0
TheformerYugoslavrepublicofMacedonia,2007,Developing,73.5,12,0,1.75,0,55.9,12.2,,0
TheformerYugoslavrepublicofMacedonia,2006,Developing,73.7,122,0,1.74,0,55.4,12.1,,0
TheformerYugoslavrepublicofMacedonia,2005,Developing,73.6,12,0,1.75,0,54.9,11.9,,0
TheformerYugoslavrepublicofMacedonia,2004,Developing,73.5,12,0,2.07,0,54.5,11.9,,0
TheformerYugoslavrepublicofMacedonia,2003,Developing,73.2,126,0,2.4,0,54.1,11.9,,0
TheformerYugoslavrepublicofMacedonia,2002,Developing,72.8,128,0,2.53,0,53.6,11.9,,0
TheformerYugoslavrepublicofMacedonia,2001,Developing,73.1,126,0,3.27,0,53.2,11.8,,0
TheformerYugoslavrepublicofMacedonia,2000,Developing,72.6,125,0,2.86,0,52.7,11.7,,0
Timor-Leste,2015,Developing,68.3,152,2,,0,17.4,12.5,1161.76935,2
Timor-Leste,2014,Developing,68,155,2,0.01,28.14578503,17,12.5,1153.51578,2
Timor-Leste,2013,Developing,67.7,158,2,0.01,3.379874844,16.6,12.5,117.765674,2
Timor-Leste,2012,Developing,67.4,159,2,0.01,30.17998548,16.2,12.5,1117.77724,2
Timor-Leste,2011,Developing,67.2,161,2,0.5,2.726570602,15.8,12.5,114.56179,3
Timor-Leste,2010,Developing,66.9,163,2,0.1,38.58376645,15.5,12.4,849.8626972,3
Timor-Leste,2009,Developing,66.6,165,2,0.09,36.199487,15.1,12.1,757.3114436,3
Timor-Leste,2008,Developing,66.2,168,2,0.06,36.69198927,14.7,11.7,643.71911,3
Timor-Leste,2007,Developing,65.8,173,2,0.05,11.75766897,14.2,11.3,524.8959363,3
Timor-Leste,2006,Developing,64.9,186,2,0.04,28.12560496,13.9,11,441.53226,3
Timor-Leste,2005,Developing,63.7,26,3,0.36,7.127144699,13.5,10.6,478.331859,3
Timor-Leste,2004,Developing,62.3,229,3,0.38,8.415788935,13.2,10.2,467.5438297,3
Timor-Leste,2003,Developing,61,25,3,0.44,46.3913277,12.9,9.8,471.4565823,4
